2025-09-18 21:30:28.504 | INFO     | __main__:create_app:291 - Initializing vector store...
2025-09-18 22:54:42.916 | INFO     | __main__:get_articles:102 - Articles request - category: None, page: 1, page_size: 10, q: None
2025-09-18 22:54:42.918 | INFO     | __main__:get_articles:105 - Loading articles from datasets/classified_articles.csv
2025-09-18 22:54:42.957 | INFO     | __main__:get_articles:108 - Loaded 444 articles from classified articles file
2025-09-18 22:54:42.958 | INFO     | __main__:get_articles:116 - Sample article: {'Date Scraped': '2025-05-12', 'Title': 'audi cost cutting could see it sell italdesign - report', 'news_summary': 'the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'news_card_image': 'https://images.7news.com.au/publication/C-18650485/def7314ff1a16686242f3180fbfd1aeaeec1c5ed-16x9-x0y207w3973h2235.jpg', 'Date Published': '11/05/2025', 'Link': 'https://7news.com.au/motoring/audi-cost-cutting-could-see-it-sell-italdesign-report-c-18650485', 'Publication': '7news.com.au', 'Author': 'derek fung', 'text': 'audi cost cutting could see it sell italdesign - report \n\n the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'id': 0, 'predicted_category': 'music', 'similarity': 0.5355744361877441, 'cluster': 1, 'cluster_size': 412}
2025-09-18 22:54:42.958 | INFO     | __main__:get_articles:119 - Loading original news from datasets/Aggregated News Dataset - Sheet1.csv
2025-09-18 22:54:42.963 | INFO     | __main__:get_articles:121 - Loaded 444 news items from original file
2025-09-18 22:54:42.972 | INFO     | __main__:get_articles:128 - Article IDs format: <class 'str'>, News IDs format: <class 'str'>
2025-09-18 22:54:42.972 | INFO     | __main__:get_articles:129 - Article ID sample: 0, News ID sample: 0
2025-09-18 22:54:42.983 | INFO     | __main__:get_articles:141 - Merged dataset has 444 rows
2025-09-18 22:54:42.992 | INFO     | __main__:get_articles:216 - Returning page 1 with 10 articles (indices 0:10)
2025-09-18 22:54:42.992 | INFO     | __main__:get_articles:222 - Processing article row: 0 - audi cost cutting could see it sell italdesign - report
2025-09-18 22:54:42.992 | INFO     | __main__:get_articles:243 - First article converted successfully: {'id': '0', 'title': 'audi cost cutting could see it sell italdesign - report', 'description': 'the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'content': 'audi cost cutting could see it sell italdesign - report \n\n the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'source': {'id': '7news.com.au', 'name': '7news.com.au'}, 'author': 'derek fung', 'url': 'https://7news.com.au/motoring/audi-cost-cutting-could-see-it-sell-italdesign-report-c-18650485', 'urlToImage': 'https://images.7news.com.au/publication/C-18650485/def7314ff1a16686242f3180fbfd1aeaeec1c5ed-16x9-x0y207w3973h2235.jpg', 'publishedAt': '2025-05-10T12:00:00Z', 'category': 'music'}
2025-09-18 22:54:42.992 | INFO     | __main__:get_articles:222 - Processing article row: 1 - superquiz, sunday, may 11
2025-09-18 22:54:42.992 | INFO     | __main__:get_articles:222 - Processing article row: 2 - gold coast recruit daniel rioli ‘emotional’ after leading suns to stunning win over western bulldogs
2025-09-18 22:54:42.992 | INFO     | __main__:get_articles:222 - Processing article row: 3 - unlikely hero mark keane produces one of the marks of the year to help crows win epic showdown
2025-09-18 22:54:42.992 | INFO     | __main__:get_articles:222 - Processing article row: 4 - wallabies star noah lolesio stretchered off with suspected spinal injury
2025-09-18 22:54:42.993 | INFO     | __main__:get_articles:222 - Processing article row: 5 - aussie duo sally fitzgibbons and julian wilson fall short in gold coast pro final
2025-09-18 22:54:42.993 | INFO     | __main__:get_articles:222 - Processing article row: 6 - mutual respect is the foundation of our democracy
2025-09-18 22:54:42.993 | INFO     | __main__:get_articles:222 - Processing article row: 7 - stars help struggling footy team to a win
2025-09-18 22:54:42.993 | INFO     | __main__:get_articles:222 - Processing article row: 8 - paralysed teenager’s inspiring path to recovery
2025-09-18 22:54:42.993 | INFO     | __main__:get_articles:222 - Processing article row: 9 - pope leo delivers first sermon; pakistan retaliates after indian missile strikes | 9 news australia
2025-09-18 22:54:42.993 | INFO     | __main__:get_articles:255 - First article example: {'id': '0', 'title': 'audi cost cutting could see it sell italdesign - report', 'description': 'the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'content': 'audi cost cutting could see it sell italdesign - report \n\n the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'source': {'id': '7news.com.au', 'name': '7news.com.au'}, 'author': 'derek fung', 'url': 'https://7news.com.au/motoring/audi-cost-cutting-could-see-it-sell-italdesign-report-c-18650485', 'urlToImage': 'https://images.7news.com.au/publication/C-18650485/def7314ff1a16686242f3180fbfd1aeaeec1c5ed-16x9-x0y207w3973h2235.jpg', 'publishedAt': '2025-05-10T12:00:00Z', 'category': 'music'}
2025-09-18 22:54:43.097 | INFO     | __main__:get_articles:102 - Articles request - category: None, page: 1, page_size: 10, q: None
2025-09-18 22:54:43.097 | INFO     | __main__:get_articles:105 - Loading articles from datasets/classified_articles.csv
2025-09-18 22:54:43.116 | INFO     | __main__:get_articles:108 - Loaded 444 articles from classified articles file
2025-09-18 22:54:43.117 | INFO     | __main__:get_articles:116 - Sample article: {'Date Scraped': '2025-05-12', 'Title': 'audi cost cutting could see it sell italdesign - report', 'news_summary': 'the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'news_card_image': 'https://images.7news.com.au/publication/C-18650485/def7314ff1a16686242f3180fbfd1aeaeec1c5ed-16x9-x0y207w3973h2235.jpg', 'Date Published': '11/05/2025', 'Link': 'https://7news.com.au/motoring/audi-cost-cutting-could-see-it-sell-italdesign-report-c-18650485', 'Publication': '7news.com.au', 'Author': 'derek fung', 'text': 'audi cost cutting could see it sell italdesign - report \n\n the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'id': 0, 'predicted_category': 'music', 'similarity': 0.5355744361877441, 'cluster': 1, 'cluster_size': 412}
2025-09-18 22:54:43.117 | INFO     | __main__:get_articles:119 - Loading original news from datasets/Aggregated News Dataset - Sheet1.csv
2025-09-18 22:54:43.188 | INFO     | __main__:get_articles:121 - Loaded 444 news items from original file
2025-09-18 22:54:43.190 | INFO     | __main__:get_articles:128 - Article IDs format: <class 'str'>, News IDs format: <class 'str'>
2025-09-18 22:54:43.190 | INFO     | __main__:get_articles:129 - Article ID sample: 0, News ID sample: 0
2025-09-18 22:54:43.192 | INFO     | __main__:get_articles:141 - Merged dataset has 444 rows
2025-09-18 22:54:43.194 | INFO     | __main__:get_articles:216 - Returning page 1 with 10 articles (indices 0:10)
2025-09-18 22:54:43.194 | INFO     | __main__:get_articles:222 - Processing article row: 0 - audi cost cutting could see it sell italdesign - report
2025-09-18 22:54:43.194 | INFO     | __main__:get_articles:243 - First article converted successfully: {'id': '0', 'title': 'audi cost cutting could see it sell italdesign - report', 'description': 'the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'content': 'audi cost cutting could see it sell italdesign - report \n\n the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'source': {'id': '7news.com.au', 'name': '7news.com.au'}, 'author': 'derek fung', 'url': 'https://7news.com.au/motoring/audi-cost-cutting-could-see-it-sell-italdesign-report-c-18650485', 'urlToImage': 'https://images.7news.com.au/publication/C-18650485/def7314ff1a16686242f3180fbfd1aeaeec1c5ed-16x9-x0y207w3973h2235.jpg', 'publishedAt': '2025-05-10T12:00:00Z', 'category': 'music'}
2025-09-18 22:54:43.195 | INFO     | __main__:get_articles:222 - Processing article row: 1 - superquiz, sunday, may 11
2025-09-18 22:54:43.195 | INFO     | __main__:get_articles:222 - Processing article row: 2 - gold coast recruit daniel rioli ‘emotional’ after leading suns to stunning win over western bulldogs
2025-09-18 22:54:43.195 | INFO     | __main__:get_articles:222 - Processing article row: 3 - unlikely hero mark keane produces one of the marks of the year to help crows win epic showdown
2025-09-18 22:54:43.195 | INFO     | __main__:get_articles:222 - Processing article row: 4 - wallabies star noah lolesio stretchered off with suspected spinal injury
2025-09-18 22:54:43.195 | INFO     | __main__:get_articles:222 - Processing article row: 5 - aussie duo sally fitzgibbons and julian wilson fall short in gold coast pro final
2025-09-18 22:54:43.195 | INFO     | __main__:get_articles:222 - Processing article row: 6 - mutual respect is the foundation of our democracy
2025-09-18 22:54:43.195 | INFO     | __main__:get_articles:222 - Processing article row: 7 - stars help struggling footy team to a win
2025-09-18 22:54:43.196 | INFO     | __main__:get_articles:222 - Processing article row: 8 - paralysed teenager’s inspiring path to recovery
2025-09-18 22:54:43.196 | INFO     | __main__:get_articles:222 - Processing article row: 9 - pope leo delivers first sermon; pakistan retaliates after indian missile strikes | 9 news australia
2025-09-18 22:54:43.196 | INFO     | __main__:get_articles:255 - First article example: {'id': '0', 'title': 'audi cost cutting could see it sell italdesign - report', 'description': 'the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'content': 'audi cost cutting could see it sell italdesign - report \n\n the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'source': {'id': '7news.com.au', 'name': '7news.com.au'}, 'author': 'derek fung', 'url': 'https://7news.com.au/motoring/audi-cost-cutting-could-see-it-sell-italdesign-report-c-18650485', 'urlToImage': 'https://images.7news.com.au/publication/C-18650485/def7314ff1a16686242f3180fbfd1aeaeec1c5ed-16x9-x0y207w3973h2235.jpg', 'publishedAt': '2025-05-10T12:00:00Z', 'category': 'music'}
2025-09-18 22:54:43.212 | INFO     | __main__:get_articles:102 - Articles request - category: None, page: 1, page_size: 10, q: None
2025-09-18 22:54:43.212 | INFO     | __main__:get_articles:105 - Loading articles from datasets/classified_articles.csv
2025-09-18 22:54:43.219 | INFO     | __main__:get_articles:108 - Loaded 444 articles from classified articles file
2025-09-18 22:54:43.220 | INFO     | __main__:get_articles:116 - Sample article: {'Date Scraped': '2025-05-12', 'Title': 'audi cost cutting could see it sell italdesign - report', 'news_summary': 'the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'news_card_image': 'https://images.7news.com.au/publication/C-18650485/def7314ff1a16686242f3180fbfd1aeaeec1c5ed-16x9-x0y207w3973h2235.jpg', 'Date Published': '11/05/2025', 'Link': 'https://7news.com.au/motoring/audi-cost-cutting-could-see-it-sell-italdesign-report-c-18650485', 'Publication': '7news.com.au', 'Author': 'derek fung', 'text': 'audi cost cutting could see it sell italdesign - report \n\n the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'id': 0, 'predicted_category': 'music', 'similarity': 0.5355744361877441, 'cluster': 1, 'cluster_size': 412}
2025-09-18 22:54:43.220 | INFO     | __main__:get_articles:119 - Loading original news from datasets/Aggregated News Dataset - Sheet1.csv
2025-09-18 22:54:43.225 | INFO     | __main__:get_articles:121 - Loaded 444 news items from original file
2025-09-18 22:54:43.226 | INFO     | __main__:get_articles:128 - Article IDs format: <class 'str'>, News IDs format: <class 'str'>
2025-09-18 22:54:43.226 | INFO     | __main__:get_articles:129 - Article ID sample: 0, News ID sample: 0
2025-09-18 22:54:43.228 | INFO     | __main__:get_articles:141 - Merged dataset has 444 rows
2025-09-18 22:54:43.231 | INFO     | __main__:get_articles:216 - Returning page 1 with 10 articles (indices 0:10)
2025-09-18 22:54:43.231 | INFO     | __main__:get_articles:222 - Processing article row: 0 - audi cost cutting could see it sell italdesign - report
2025-09-18 22:54:43.231 | INFO     | __main__:get_articles:243 - First article converted successfully: {'id': '0', 'title': 'audi cost cutting could see it sell italdesign - report', 'description': 'the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'content': 'audi cost cutting could see it sell italdesign - report \n\n the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'source': {'id': '7news.com.au', 'name': '7news.com.au'}, 'author': 'derek fung', 'url': 'https://7news.com.au/motoring/audi-cost-cutting-could-see-it-sell-italdesign-report-c-18650485', 'urlToImage': 'https://images.7news.com.au/publication/C-18650485/def7314ff1a16686242f3180fbfd1aeaeec1c5ed-16x9-x0y207w3973h2235.jpg', 'publishedAt': '2025-05-10T12:00:00Z', 'category': 'music'}
2025-09-18 22:54:43.231 | INFO     | __main__:get_articles:222 - Processing article row: 1 - superquiz, sunday, may 11
2025-09-18 22:54:43.232 | INFO     | __main__:get_articles:222 - Processing article row: 2 - gold coast recruit daniel rioli ‘emotional’ after leading suns to stunning win over western bulldogs
2025-09-18 22:54:43.232 | INFO     | __main__:get_articles:222 - Processing article row: 3 - unlikely hero mark keane produces one of the marks of the year to help crows win epic showdown
2025-09-18 22:54:43.232 | INFO     | __main__:get_articles:222 - Processing article row: 4 - wallabies star noah lolesio stretchered off with suspected spinal injury
2025-09-18 22:54:43.232 | INFO     | __main__:get_articles:222 - Processing article row: 5 - aussie duo sally fitzgibbons and julian wilson fall short in gold coast pro final
2025-09-18 22:54:43.232 | INFO     | __main__:get_articles:222 - Processing article row: 6 - mutual respect is the foundation of our democracy
2025-09-18 22:54:43.233 | INFO     | __main__:get_articles:222 - Processing article row: 7 - stars help struggling footy team to a win
2025-09-18 22:54:43.233 | INFO     | __main__:get_articles:222 - Processing article row: 8 - paralysed teenager’s inspiring path to recovery
2025-09-18 22:54:43.233 | INFO     | __main__:get_articles:222 - Processing article row: 9 - pope leo delivers first sermon; pakistan retaliates after indian missile strikes | 9 news australia
2025-09-18 22:54:43.233 | INFO     | __main__:get_articles:255 - First article example: {'id': '0', 'title': 'audi cost cutting could see it sell italdesign - report', 'description': 'the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'content': 'audi cost cutting could see it sell italdesign - report \n\n the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'source': {'id': '7news.com.au', 'name': '7news.com.au'}, 'author': 'derek fung', 'url': 'https://7news.com.au/motoring/audi-cost-cutting-could-see-it-sell-italdesign-report-c-18650485', 'urlToImage': 'https://images.7news.com.au/publication/C-18650485/def7314ff1a16686242f3180fbfd1aeaeec1c5ed-16x9-x0y207w3973h2235.jpg', 'publishedAt': '2025-05-10T12:00:00Z', 'category': 'music'}
2025-09-18 22:54:53.958 | INFO     | __main__:get_articles:102 - Articles request - category: None, page: 1, page_size: 10, q: hello
2025-09-18 22:54:53.960 | INFO     | __main__:get_articles:105 - Loading articles from datasets/classified_articles.csv
2025-09-18 22:54:53.982 | INFO     | __main__:get_articles:108 - Loaded 444 articles from classified articles file
2025-09-18 22:54:53.982 | INFO     | __main__:get_articles:116 - Sample article: {'Date Scraped': '2025-05-12', 'Title': 'audi cost cutting could see it sell italdesign - report', 'news_summary': 'the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'news_card_image': 'https://images.7news.com.au/publication/C-18650485/def7314ff1a16686242f3180fbfd1aeaeec1c5ed-16x9-x0y207w3973h2235.jpg', 'Date Published': '11/05/2025', 'Link': 'https://7news.com.au/motoring/audi-cost-cutting-could-see-it-sell-italdesign-report-c-18650485', 'Publication': '7news.com.au', 'Author': 'derek fung', 'text': 'audi cost cutting could see it sell italdesign - report \n\n the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'id': 0, 'predicted_category': 'music', 'similarity': 0.5355744361877441, 'cluster': 1, 'cluster_size': 412}
2025-09-18 22:54:53.982 | INFO     | __main__:get_articles:119 - Loading original news from datasets/Aggregated News Dataset - Sheet1.csv
2025-09-18 22:54:53.987 | INFO     | __main__:get_articles:121 - Loaded 444 news items from original file
2025-09-18 22:54:53.989 | INFO     | __main__:get_articles:128 - Article IDs format: <class 'str'>, News IDs format: <class 'str'>
2025-09-18 22:54:53.990 | INFO     | __main__:get_articles:129 - Article ID sample: 0, News ID sample: 0
2025-09-18 22:54:53.992 | INFO     | __main__:get_articles:141 - Merged dataset has 444 rows
2025-09-18 22:54:53.998 | INFO     | __main__:get_articles:200 - Filtered to 0 articles for search query 'hello'
2025-09-18 22:54:53.998 | WARNING  | __main__:get_articles:211 - Pagination start index 0 exceeds dataset size 0
2025-09-18 22:54:54.001 | INFO     | __main__:get_articles:216 - Returning page 1 with 0 articles (indices 0:0)
2025-09-18 22:54:54.010 | INFO     | __main__:get_articles:102 - Articles request - category: None, page: 1, page_size: 10, q: hello
2025-09-18 22:54:54.010 | INFO     | __main__:get_articles:105 - Loading articles from datasets/classified_articles.csv
2025-09-18 22:54:54.015 | INFO     | __main__:get_articles:108 - Loaded 444 articles from classified articles file
2025-09-18 22:54:54.016 | INFO     | __main__:get_articles:116 - Sample article: {'Date Scraped': '2025-05-12', 'Title': 'audi cost cutting could see it sell italdesign - report', 'news_summary': 'the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'news_card_image': 'https://images.7news.com.au/publication/C-18650485/def7314ff1a16686242f3180fbfd1aeaeec1c5ed-16x9-x0y207w3973h2235.jpg', 'Date Published': '11/05/2025', 'Link': 'https://7news.com.au/motoring/audi-cost-cutting-could-see-it-sell-italdesign-report-c-18650485', 'Publication': '7news.com.au', 'Author': 'derek fung', 'text': 'audi cost cutting could see it sell italdesign - report \n\n the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'id': 0, 'predicted_category': 'music', 'similarity': 0.5355744361877441, 'cluster': 1, 'cluster_size': 412}
2025-09-18 22:54:54.016 | INFO     | __main__:get_articles:119 - Loading original news from datasets/Aggregated News Dataset - Sheet1.csv
2025-09-18 22:54:54.020 | INFO     | __main__:get_articles:121 - Loaded 444 news items from original file
2025-09-18 22:54:54.021 | INFO     | __main__:get_articles:128 - Article IDs format: <class 'str'>, News IDs format: <class 'str'>
2025-09-18 22:54:54.021 | INFO     | __main__:get_articles:129 - Article ID sample: 0, News ID sample: 0
2025-09-18 22:54:54.023 | INFO     | __main__:get_articles:141 - Merged dataset has 444 rows
2025-09-18 22:54:54.028 | INFO     | __main__:get_articles:200 - Filtered to 0 articles for search query 'hello'
2025-09-18 22:54:54.028 | WARNING  | __main__:get_articles:211 - Pagination start index 0 exceeds dataset size 0
2025-09-18 22:54:54.029 | INFO     | __main__:get_articles:216 - Returning page 1 with 0 articles (indices 0:0)
2025-09-18 22:54:58.992 | INFO     | __main__:get_articles:102 - Articles request - category: None, page: 1, page_size: 10, q: None
2025-09-18 22:54:58.992 | INFO     | __main__:get_articles:105 - Loading articles from datasets/classified_articles.csv
2025-09-18 22:54:59.002 | INFO     | __main__:get_articles:108 - Loaded 444 articles from classified articles file
2025-09-18 22:54:59.003 | INFO     | __main__:get_articles:116 - Sample article: {'Date Scraped': '2025-05-12', 'Title': 'audi cost cutting could see it sell italdesign - report', 'news_summary': 'the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'news_card_image': 'https://images.7news.com.au/publication/C-18650485/def7314ff1a16686242f3180fbfd1aeaeec1c5ed-16x9-x0y207w3973h2235.jpg', 'Date Published': '11/05/2025', 'Link': 'https://7news.com.au/motoring/audi-cost-cutting-could-see-it-sell-italdesign-report-c-18650485', 'Publication': '7news.com.au', 'Author': 'derek fung', 'text': 'audi cost cutting could see it sell italdesign - report \n\n the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'id': 0, 'predicted_category': 'music', 'similarity': 0.5355744361877441, 'cluster': 1, 'cluster_size': 412}
2025-09-18 22:54:59.003 | INFO     | __main__:get_articles:119 - Loading original news from datasets/Aggregated News Dataset - Sheet1.csv
2025-09-18 22:54:59.010 | INFO     | __main__:get_articles:121 - Loaded 444 news items from original file
2025-09-18 22:54:59.012 | INFO     | __main__:get_articles:128 - Article IDs format: <class 'str'>, News IDs format: <class 'str'>
2025-09-18 22:54:59.012 | INFO     | __main__:get_articles:129 - Article ID sample: 0, News ID sample: 0
2025-09-18 22:54:59.014 | INFO     | __main__:get_articles:141 - Merged dataset has 444 rows
2025-09-18 22:54:59.017 | INFO     | __main__:get_articles:216 - Returning page 1 with 10 articles (indices 0:10)
2025-09-18 22:54:59.017 | INFO     | __main__:get_articles:222 - Processing article row: 0 - audi cost cutting could see it sell italdesign - report
2025-09-18 22:54:59.018 | INFO     | __main__:get_articles:243 - First article converted successfully: {'id': '0', 'title': 'audi cost cutting could see it sell italdesign - report', 'description': 'the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'content': 'audi cost cutting could see it sell italdesign - report \n\n the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'source': {'id': '7news.com.au', 'name': '7news.com.au'}, 'author': 'derek fung', 'url': 'https://7news.com.au/motoring/audi-cost-cutting-could-see-it-sell-italdesign-report-c-18650485', 'urlToImage': 'https://images.7news.com.au/publication/C-18650485/def7314ff1a16686242f3180fbfd1aeaeec1c5ed-16x9-x0y207w3973h2235.jpg', 'publishedAt': '2025-05-10T12:00:00Z', 'category': 'music'}
2025-09-18 22:54:59.018 | INFO     | __main__:get_articles:222 - Processing article row: 1 - superquiz, sunday, may 11
2025-09-18 22:54:59.018 | INFO     | __main__:get_articles:222 - Processing article row: 2 - gold coast recruit daniel rioli ‘emotional’ after leading suns to stunning win over western bulldogs
2025-09-18 22:54:59.018 | INFO     | __main__:get_articles:222 - Processing article row: 3 - unlikely hero mark keane produces one of the marks of the year to help crows win epic showdown
2025-09-18 22:54:59.018 | INFO     | __main__:get_articles:222 - Processing article row: 4 - wallabies star noah lolesio stretchered off with suspected spinal injury
2025-09-18 22:54:59.018 | INFO     | __main__:get_articles:222 - Processing article row: 5 - aussie duo sally fitzgibbons and julian wilson fall short in gold coast pro final
2025-09-18 22:54:59.018 | INFO     | __main__:get_articles:222 - Processing article row: 6 - mutual respect is the foundation of our democracy
2025-09-18 22:54:59.018 | INFO     | __main__:get_articles:222 - Processing article row: 7 - stars help struggling footy team to a win
2025-09-18 22:54:59.018 | INFO     | __main__:get_articles:222 - Processing article row: 8 - paralysed teenager’s inspiring path to recovery
2025-09-18 22:54:59.019 | INFO     | __main__:get_articles:222 - Processing article row: 9 - pope leo delivers first sermon; pakistan retaliates after indian missile strikes | 9 news australia
2025-09-18 22:54:59.019 | INFO     | __main__:get_articles:255 - First article example: {'id': '0', 'title': 'audi cost cutting could see it sell italdesign - report', 'description': 'the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'content': 'audi cost cutting could see it sell italdesign - report \n\n the company behind automotive icons, such as the volkswagen golf, fiat uno, bmw m1 and dmc delorean, could be sold by audi.', 'source': {'id': '7news.com.au', 'name': '7news.com.au'}, 'author': 'derek fung', 'url': 'https://7news.com.au/motoring/audi-cost-cutting-could-see-it-sell-italdesign-report-c-18650485', 'urlToImage': 'https://images.7news.com.au/publication/C-18650485/def7314ff1a16686242f3180fbfd1aeaeec1c5ed-16x9-x0y207w3973h2235.jpg', 'publishedAt': '2025-05-10T12:00:00Z', 'category': 'music'}
2025-09-18 22:54:59.029 | INFO     | __main__:get_articles:102 - Articles request - category: None, page: 1, page_size: 10, q: None
2025-09-18 22:54:59.029 | INFO     | __main__:get_articles:105 - Loading articles from datasets/classified_articles.csv
2025-09-18 22:54:59.035 | INFO     | __main__:get_articles:108 - Loaded 444 articles from classified articles file
