Date Scraped,Title,news_summary,news_card_image,Date Published,Link,Publication,Author,text,id,predicted_category,similarity,cluster,cluster_size
19/09/2025,Iconic Ugly Christmas Rashies have a brand new look,"The iconic Ugly Christmas Rashies have raised almost half a million dollars for cancer research and environmental conservation and this year, they have a brand new look.",,2025-09-17T23:38:09.000Z,https://www.smh.com.au/lifestyle/iconic-ugly-christmas-rashies-have-a-brand-new-look-20250918-p5mw1o.html?ref=rss&utm_medium=rss&utm_source=rss_lifestyle,Sydney Morning Herald,,"Iconic Ugly Christmas Rashies have a brand new look 

 The iconic Ugly Christmas Rashies have raised almost half a million dollars for cancer research and environmental conservation and this year, they have a brand new look.",10,music,0.5360000133514404,0,51
19/09/2025,"Kate’s tiara, Melania’s hat: the looks from Trump’s UK visit",Melania’s sunny style clashes with Princess Catherine’s regal lace at the state banquet at Windsor Castle.,,2025-09-17T23:54:05.000Z,https://www.smh.com.au/lifestyle/fashion/kate-s-tiara-melania-s-hat-the-looks-from-trump-s-uk-visit-20250918-p5mvyu.html?ref=rss&utm_medium=rss&utm_source=rss_lifestyle,Sydney Morning Herald,Damien Woolnough,"Kate’s tiara, Melania’s hat: the looks from Trump’s UK visit 

 Melania’s sunny style clashes with Princess Catherine’s regal lace at the state banquet at Windsor Castle.",11,politics,0.48053672909736633,-1,46
19/09/2025,You’re always late and lose focus easily. Could you have ADHD?,The language of ADHD gets thrown around a lot but only a small percentage of adults have a formal diagnosis. How can you tell if you’re a candidate?,,2025-09-18T05:00:00.000Z,https://www.smh.com.au/lifestyle/health-and-wellness/you-re-always-late-and-lose-focus-easily-could-you-have-adhd-20250918-p5mw1f.html?ref=rss&utm_medium=rss&utm_source=rss_lifestyle,Sydney Morning Herald,Emily Craig,"You’re always late and lose focus easily. Could you have ADHD? 

 The language of ADHD gets thrown around a lot but only a small percentage of adults have a formal diagnosis. How can you tell if you’re a candidate?",12,politics,0.5683476328849792,0,51
19/09/2025,"In her 20s, Pallavi Sharda conquered Bollywood. Now, she’s home, and on a mission",The Perth-born actor says she is keen to take on roles that align with her goal of making women like herself feel seen.,,2025-09-18T05:51:52.000Z,https://www.smh.com.au/lifestyle/life-and-relationships/in-her-20s-pallavi-sharda-conquered-bollywood-now-she-s-home-and-on-a-mission-20250908-p5mtdy.html?ref=rss&utm_medium=rss&utm_source=rss_lifestyle,Sydney Morning Herald,Kate Halfpenny,"In her 20s, Pallavi Sharda conquered Bollywood. Now, she’s home, and on a mission 

 The Perth-born actor says she is keen to take on roles that align with her goal of making women like herself feel seen.",13,lifestyle,0.5401705503463745,-1,46
19/09/2025,This ’80s style look is making a resurgence for spring,"Spring style inspiration: Pedro Pascal, Gigi Hadid and others give fresh cred to old-fashioned favourites and designer flourishes.",,2025-09-18T09:00:00.000Z,https://www.smh.com.au/lifestyle/fashion/this-80s-style-look-is-making-a-resurgence-for-spring-20250811-p5mm4d.html?ref=rss&utm_medium=rss&utm_source=rss_lifestyle,Sydney Morning Herald,Damien Woolnough,"This ’80s style look is making a resurgence for spring 

 Spring style inspiration: Pedro Pascal, Gigi Hadid and others give fresh cred to old-fashioned favourites and designer flourishes.",14,lifestyle,0.47914808988571167,-1,46
19/09/2025,"My daughter is in year 12, and I want her to know this about her final exams","As a parent, I’m fed up with a system that values marks over emotional intelligence.",,2025-09-18T19:00:00.000Z,https://www.smh.com.au/lifestyle/life-and-relationships/my-daughter-is-in-year-12-and-i-want-her-to-know-this-about-her-final-exams-20250908-p5mt8b.html?ref=rss&utm_medium=rss&utm_source=rss_lifestyle,Sydney Morning Herald,Jessica Rowe,"My daughter is in year 12, and I want her to know this about her final exams 

 As a parent, I’m fed up with a system that values marks over emotional intelligence.",15,politics,0.5366467237472534,0,51
19/09/2025,Life on the street: Why opening your front garden can make your neighbourhood safer,Can a garden be designed to foster better community ties? Why you just might love what comes of adopting a more open front garden style.,,2025-09-18T19:00:00.000Z,https://www.smh.com.au/lifestyle/life-and-relationships/life-on-the-street-why-opening-your-front-garden-can-make-your-neighbourhood-safer-20250912-p5muhc.html?ref=rss&utm_medium=rss&utm_source=rss_lifestyle,Sydney Morning Herald,Megan Backhouse,"Life on the street: Why opening your front garden can make your neighbourhood safer 

 Can a garden be designed to foster better community ties? Why you just might love what comes of adopting a more open front garden style.",16,lifestyle,0.46804124116897583,0,51
19/09/2025,South Australians to receive travel vouchers to support coastal towns,South Australians have a chance to secure a 100 dollar travel voucher to help support coastal towns experiencing agal bloom.,,2025-09-18T23:46:15.000Z,https://www.smh.com.au/lifestyle/south-australians-to-receive-travel-vouchers-to-support-coastal-towns-20250919-p5mwd2.html?ref=rss&utm_medium=rss&utm_source=rss_lifestyle,Sydney Morning Herald,,"South Australians to receive travel vouchers to support coastal towns 

 South Australians have a chance to secure a 100 dollar travel voucher to help support coastal towns experiencing agal bloom.",17,lifestyle,0.4925493001937866,0,51
19/09/2025,Royals expert wraps up the biggest moments during Trump's UK visit,Royals expert Chris Ship unwraps the biggest moments of Trump’s visit to the UK.,,2025-09-18T23:49:28.000Z,https://www.smh.com.au/lifestyle/royals-expert-wraps-up-the-biggest-moments-during-trumps-uk-visit-20250919-p5mwd4.html?ref=rss&utm_medium=rss&utm_source=rss_lifestyle,Sydney Morning Herald,,"Royals expert wraps up the biggest moments during Trump's UK visit 

 Royals expert Chris Ship unwraps the biggest moments of Trump’s visit to the UK.",18,sports,0.4760470986366272,2,32
19/09/2025,Psychologist explains how ‘perfectionism’ impacts us,"Psychologist Dr. Thomas Curran explains how perfectionism can have mental health impacts, causing stress and overwhelm.",,2025-09-19T01:00:00.000Z,https://www.smh.com.au/lifestyle/psychologist-explains-how-perfectionism-impacts-us-20250919-p5mwdz.html?ref=rss&utm_medium=rss&utm_source=rss_lifestyle,Sydney Morning Herald,,"Psychologist explains how ‘perfectionism’ impacts us 

 Psychologist Dr. Thomas Curran explains how perfectionism can have mental health impacts, causing stress and overwhelm.",19,lifestyle,0.518700897693634,0,51
19/09/2025,NSW farmer pulls off ‘proposal like no other’,A NSW farmer waited 5 months for his three hectare field of canola to spell out his proposal.,,2025-09-19T01:32:58.000Z,https://www.smh.com.au/lifestyle/nsw-farmer-pulls-off-proposal-like-no-other-20250919-p5mwei.html?ref=rss&utm_medium=rss&utm_source=rss_lifestyle,Sydney Morning Herald,,"NSW farmer pulls off ‘proposal like no other’ 

 A NSW farmer waited 5 months for his three hectare field of canola to spell out his proposal.",20,politics,0.5348880290985107,0,51
19/09/2025,The eight ‘good’ activities to avoid if you want to age well,They might seem like good practice but these otherwise innocuous behaviours are not doing you any favours in the long term.,,2025-09-19T03:24:13.000Z,https://www.smh.com.au/lifestyle/health-and-wellness/the-eight-good-activities-to-avoid-if-you-want-to-age-well-20250914-p5muwh.html?ref=rss&utm_medium=rss&utm_source=rss_lifestyle,Sydney Morning Herald,Ella Nunn,"The eight ‘good’ activities to avoid if you want to age well 

 They might seem like good practice but these otherwise innocuous behaviours are not doing you any favours in the long term.",21,lifestyle,0.4409717619419098,0,51
19/09/2025,Jake Niall: What to watch out for in the AFL preliminary finals,Jake Niall previews this weekend's AFL preliminary finals and what to look out for.,,2025-09-19T02:33:12.000Z,https://www.smh.com.au/sport/jake-niall-what-to-watch-out-for-in-the-afl-preliminary-finals-20250919-p5mwfb.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Sydney Morning Herald,,"Jake Niall: What to watch out for in the AFL preliminary finals 

 Jake Niall previews this weekend's AFL preliminary finals and what to look out for.",22,sports,0.48096686601638794,1,22
19/09/2025,‘He’s more talented than I was’: Sprint great Noah Lyles wowed by Gout Gout,Noah Lyles is the best 200m runner since Usain Bolt. He couldn’t be more impressed by Australia’s emerging sprint star.,,2025-09-19T02:43:43.000Z,https://www.smh.com.au/sport/athletics/he-s-more-talented-than-i-was-sprint-great-noah-lyles-wowed-by-gout-gout-20250919-p5mwd9.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Sydney Morning Herald,Michael Gleeson,"‘He’s more talented than I was’: Sprint great Noah Lyles wowed by Gout Gout 

 Noah Lyles is the best 200m runner since Usain Bolt. He couldn’t be more impressed by Australia’s emerging sprint star.",23,sports,0.5139721035957336,1,22
19/09/2025,"AFL, are women included in the State of Origin? | AFLW Weekly","Description: On this week's episode:
Is Vic Park actually up to scratch?
*Almost* every team has had a win
Will women get a State of Origin too?
AND Sarah chats to legend of the game, Sabrina Frederick after their HUGE win

GUEST: Sabrina Frederick, Collingwood ruck

To get in touch on Instagram follow georgie_parker19 and sarah___burt, or EMAIL at aflw.weekly@nine.com.au",,2025-09-19T03:00:13.000Z,https://www.smh.com.au/sport/afl/afl-are-women-included-in-the-state-of-origin-aflw-weekly-20250919-p5mwfp.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Sydney Morning Herald,,"AFL, are women included in the State of Origin? | AFLW Weekly 

 Description: On this week's episode:
Is Vic Park actually up to scratch?
*Almost* every team has had a win
Will women get a State of Origin too?
AND Sarah chats to legend of the game, Sabrina Frederick after their HUGE win

GUEST: Sabrina Frederick, Collingwood ruck

To get in touch on Instagram follow georgie_parker19 and sarah___burt, or EMAIL at aflw.weekly@nine.com.au",24,sports,0.49017786979675293,1,22
19/09/2025,Tom Trbojevic set to stay at Manly on three-year extension worth $2.5 million,The Sea Eagles presented a three-year extension that would keep Tom Trbojevic on the northern beaches until the end of 2029.,,2025-09-19T03:01:29.000Z,https://www.smh.com.au/sport/nrl/tom-trbojevic-set-to-stay-at-manly-on-three-year-extension-worth-2-5-million-20250919-p5mwed.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Sydney Morning Herald,Michael Chammas,"Tom Trbojevic set to stay at Manly on three-year extension worth $2.5 million 

 The Sea Eagles presented a three-year extension that would keep Tom Trbojevic on the northern beaches until the end of 2029.",25,sports,0.5714534521102905,1,22
19/09/2025,RLPA take Roosters to task over Radley sanctions and salary cap loophole,The RLPA is concerned that the Roosters have not acted within the terms of the collective bargaining agreement and that the proposed penalty is not within the permitted options available.,,2025-09-19T04:41:43.000Z,https://www.smh.com.au/sport/nrl/rlpa-take-roosters-to-task-over-radley-sanctions-and-salary-cap-loophole-20250919-p5mwfj.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Sydney Morning Herald,Michael Chammas,"RLPA take Roosters to task over Radley sanctions and salary cap loophole 

 The RLPA is concerned that the Roosters have not acted within the terms of the collective bargaining agreement and that the proposed penalty is not within the permitted options available.",26,sports,0.5624524354934692,-1,46
19/09/2025,They led Arsenal to Champions League glory. Now Matildas trio are out to knock Chelsea off their perch,"The time is ripe for Gunners Steph Catley, Caitlin Foord and Kyra Cooney-Cross to win the Women’s Super League – and that means stopping Sam Kerr.",,2025-09-19T05:30:00.000Z,https://www.smh.com.au/sport/soccer/they-led-arsenal-to-champions-league-glory-now-matildas-trio-are-out-to-knock-chelsea-off-their-perch-20250918-p5mw4e.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Sydney Morning Herald,Emma Kemp,"They led Arsenal to Champions League glory. Now Matildas trio are out to knock Chelsea off their perch 

 The time is ripe for Gunners Steph Catley, Caitlin Foord and Kyra Cooney-Cross to win the Women’s Super League – and that means stopping Sam Kerr.",27,sports,0.5103458762168884,1,22
19/09/2025,Victor Radley’s crime was making a fool of Nick Politis,The NRL has established a “three strikes” convention for dealing with drug use. But there is already a zero-strikes policy for embarrassing powerful club supremos.,,2025-09-19T05:30:00.000Z,https://www.smh.com.au/sport/victor-radley-s-crime-was-making-a-fool-of-nick-politis-20250919-p5mwbo.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Sydney Morning Herald,Malcolm Knox,"Victor Radley’s crime was making a fool of Nick Politis 

 The NRL has established a “three strikes” convention for dealing with drug use. But there is already a zero-strikes policy for embarrassing powerful club supremos.",28,sports,0.5239316821098328,-1,46
19/09/2025,Eight is enough for Sharks to have a special grand final bond,The eight Cronulla players playing against Canberra who were all part of Newtown’s glory back in 2019.,,2025-09-19T05:44:00.000Z,https://www.smh.com.au/sport/nrl/eight-is-enough-for-sharks-to-have-a-special-grand-final-bond-20250918-p5mw85.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Sydney Morning Herald,Christian Nicolussi,"Eight is enough for Sharks to have a special grand final bond 

 The eight Cronulla players playing against Canberra who were all part of Newtown’s glory back in 2019.",29,sports,0.5336089134216309,1,22
19/09/2025,Racing NSW takes action as Australian Turf Club saddled with $30m CBA loan,"The racing administrator has issued a show-cause notice to the embattled club over governance concerns, the day after two directors resigned citing the club’s ‘dysfunctional board’.",,2025-09-19T06:02:08.000Z,https://www.smh.com.au/sport/racing/racing-nsw-takes-action-claiming-australian-turf-club-struggling-with-30m-cba-loan-20250919-p5mwgx.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Sydney Morning Herald,Craig Kerry,"Racing NSW takes action as Australian Turf Club saddled with $30m CBA loan 

 The racing administrator has issued a show-cause notice to the embattled club over governance concerns, the day after two directors resigned citing the club’s ‘dysfunctional board’.",30,sports,0.5096467733383179,-1,46
19/09/2025,‘It felt like hell’: These six games proved Maguire’s harsh stance was worth it,"Barely three months ago, the Broncos coach was copping a public beating. But these six games prove his hard taskmaster approach is paying dividends.",,2025-09-19T06:20:44.000Z,https://www.smh.com.au/sport/nrl/it-felt-like-hell-these-six-games-proved-maguire-s-harsh-stance-was-worth-it-20250916-p5mvid.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Sydney Morning Herald,Nick Wright,"‘It felt like hell’: These six games proved Maguire’s harsh stance was worth it 

 Barely three months ago, the Broncos coach was copping a public beating. But these six games prove his hard taskmaster approach is paying dividends.",31,sports,0.5712650418281555,1,22
19/09/2025,How Zach Merrett’s escape plan blew up Essendon’s fragile rebuild,"The Bombers have long worshipped at the shrine of the individual, so it is fitting that a controversial exit strategy by its driven but individualistic captain has piled pressure on David Barham’s board.",,2025-09-19T06:43:31.000Z,https://www.smh.com.au/sport/afl/how-zach-merrett-s-escape-plan-blew-up-essendon-s-fragile-rebuild-20250918-p5mw7t.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Sydney Morning Herald,Caroline Wilson,"How Zach Merrett’s escape plan blew up Essendon’s fragile rebuild 

 The Bombers have long worshipped at the shrine of the individual, so it is fitting that a controversial exit strategy by its driven but individualistic captain has piled pressure on David Barham’s board.",32,sports,0.5650749206542969,1,22
19/09/2025,Race-by-race preview and tips for Saturday meeting at Randwick,All the information required for Saturday’s NSW feature meeting.,,2025-09-19T07:00:00.000Z,https://www.smh.com.au/sport/racing/race-by-race-preview-and-tips-for-saturday-meeting-at-randwick-20250918-p5mw5a.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Sydney Morning Herald,Ray Hickson,"Race-by-race preview and tips for Saturday meeting at Randwick 

 All the information required for Saturday’s NSW feature meeting.",33,sports,0.45297932624816895,1,22
19/09/2025,‘Demolition job’: Widdup up front about the challenge for Jedibeel,Hawkesbury trainer Brad Widdup hopes Jedibeel gets the chance to put his foot forward in his Everest audition on Saturday.,,2025-09-19T07:00:00.000Z,https://www.smh.com.au/sport/racing/demolition-job-widdup-up-front-about-the-challenge-for-jedibeel-20250919-p5mwee.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Sydney Morning Herald,Craig Kerry,"‘Demolition job’: Widdup up front about the challenge for Jedibeel 

 Hawkesbury trainer Brad Widdup hopes Jedibeel gets the chance to put his foot forward in his Everest audition on Saturday.",34,sports,0.5932748317718506,1,22
19/09/2025,Why coaching wooden spooners Newcastle holds no fears for Holbrook,The new man in town takes comfort from his time at the Titans as he begins process of resurrecting the NRL cellar-dwellers.,,2025-09-19T09:33:00.000Z,https://www.smh.com.au/sport/nrl/why-coaching-wooden-spooners-newcastle-holds-no-fears-for-holbrook-20250918-p5mw8u.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Sydney Morning Herald,Robert Dillon,"Why coaching wooden spooners Newcastle holds no fears for Holbrook 

 The new man in town takes comfort from his time at the Titans as he begins process of resurrecting the NRL cellar-dwellers.",35,sports,0.5898828506469727,1,22
19/09/2025,"Stewart concussed in preliminary final, will miss next week’s grand final",The incident involving Tom Stewart will reignite the debate around the pre-finals bye and whether it should be switched to the week before the grand final.,,2025-09-19T10:50:39.000Z,https://www.smh.com.au/sport/afl/stewart-concussed-in-preliminary-final-will-miss-the-grand-final-if-cats-make-it-20250919-p5mwjz.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Sydney Morning Herald,Marc McGowan,"Stewart concussed in preliminary final, will miss next week’s grand final 

 The incident involving Tom Stewart will reignite the debate around the pre-finals bye and whether it should be switched to the week before the grand final.",36,sports,0.5309256315231323,1,22
19/09/2025,Cats and Hawks set for epic finals showdown,"In a blockbuster preliminary final, the seasoned Geelong Cats will clash with the surprise-packet Hawthorn Hawks for a spot in the grand final.",,2025-09-19T10:57:51.000Z,https://www.smh.com.au/sport/afl/cats-and-hawks-set-for-epic-finals-showdown-20250919-p5mwk7.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Sydney Morning Herald,,"Cats and Hawks set for epic finals showdown 

 In a blockbuster preliminary final, the seasoned Geelong Cats will clash with the surprise-packet Hawthorn Hawks for a spot in the grand final.",37,sports,0.4845888018608093,1,22
19/09/2025,Hawks strike first in prelim final,Hawthorn's Mitch Lewis takes a mark and nails a goal from his free kick to gain an early lead against Geelong.,,2025-09-19T11:02:58.000Z,https://www.smh.com.au/sport/afl/hawks-strike-first-in-prelim-final-20250919-p5mwk8.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Sydney Morning Herald,,"Hawks strike first in prelim final 

 Hawthorn's Mitch Lewis takes a mark and nails a goal from his free kick to gain an early lead against Geelong.",38,sports,0.5099075436592102,1,22
19/09/2025,Cats star forced off early in prelim,Geelong's Tom Stewart stays down after a heavy tackle in the prelim final against Hawthorn.,,2025-09-19T11:02:58.000Z,https://www.smh.com.au/sport/afl/cats-star-forced-off-early-in-prelim-20250919-p5mwk9.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Sydney Morning Herald,,"Cats star forced off early in prelim 

 Geelong's Tom Stewart stays down after a heavy tackle in the prelim final against Hawthorn.",39,sports,0.5471303462982178,1,22
19/09/2025,Mannagh caps off third-quarter blitz,Geelong's Shaun Mannagh kicks a stellar goal before three-quarter time to extend his side's lead over Hawthorn,,2025-09-19T12:07:17.000Z,https://www.smh.com.au/sport/afl/mannagh-caps-off-third-quarter-blitz-20250919-p5mwkb.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Sydney Morning Herald,,"Mannagh caps off third-quarter blitz 

 Geelong's Shaun Mannagh kicks a stellar goal before three-quarter time to extend his side's lead over Hawthorn",40,sports,0.4971509873867035,1,22
19/09/2025,"Geelong vs Hawthorn AFL LIVE: Dangerfield masterclass in front of nearly 100,000 has Cats purring into next week’s grand final","As if the rivalry between Geelong and Hawthorn wasn’t fierce enough, tonight both clubs have their season on the line as they fight for a berth in next week’s grand final.",,2025-09-19T12:31:08.000Z,https://www.smh.com.au/sport/afl/geelong-vs-hawthorn-afl-live-bumper-crowd-flocks-in-for-one-of-game-s-fiercest-rivalries-20250919-p5mwdn.html?ref=rss&utm_medium=rss&utm_source=rss_sport,Sydney Morning Herald,"Danny Russell, Russell Bennett, Marc McGowan, Jake Niall","Geelong vs Hawthorn AFL LIVE: Dangerfield masterclass in front of nearly 100,000 has Cats purring into next week’s grand final 

 As if the rivalry between Geelong and Hawthorn wasn’t fierce enough, tonight both clubs have their season on the line as they fight for a berth in next week’s grand final.",41,sports,0.5155412554740906,1,22
19/09/2025,Melania Trump and Princess of Wales come together for rare joint engagement,,https://prod.static9.net.au/fs/7fbf71f5-519d-4328-bd75-e8ca8ab4eec0,2025-09-18T18:16:34.000Z,https://www.9news.com.au/world/donald-trump-uk-visit-best-photos-from-us-president-historic-second-state-visit-to-uk/020ddae7-6573-480c-afbb-e0aff7d000ad,9 news,9News,"Melania Trump and Princess of Wales come together for rare joint engagement 

 ",42,politics,0.48682358860969543,2,32
